faculty_code,faculty_title,department_code,department_title,course_area_code,course_area_title,level,semester,course_code,course_title
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,1,CHM111,General Chemistry I
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,1,CHM113,Organic Chemistry I
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,2,CHM122,General Chemistry II
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,2,CHM124,Organic Chemistry II
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,1,GET101,Engineer in Society
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,2,GET102,Engineering Graphics and Solid Modelling I
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,1,GST111,Communication in English
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,1,GST112,Nigerian Peoples and Culture
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,2,GST121,Peace Studies and Conflicts Resolution
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,2,GST122,Nigerian People and Culture
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,2,GST123,History and Philosophy of Science and Technology
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,2,MEE101,Introduction to Mechanical Engineering
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,2,MEE121,Engineering Drawing
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,1,MTH101,Elementary Mathematics I
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,2,MTH102,Elementary Mathematics II
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,1,MTH103,Elementary Mathematics III
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,2,MTH104,Elementary Mathematics IV
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,1,MTH110,Algebra and Trigonometry
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,1,MTH112,Calculus
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,2,MTH123,"Vectors, Geometry and Statistics"
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,2,MTH125,Differential equation and Dynamics
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,1,PHY101,General Physics I
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,2,PHY102,General Physics II
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,1,PHY103,General Physics III
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,1,PHY104,General Physics IV
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,1,PHY107,General Practical Physics I
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,2,PHY108,General Practical Physics II
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,1,PHY109,Practical Physics (1st & 2nd Semesters)
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,1,PHY111,"Mech, Thermal Phy & Properties of Matter"
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,1,PHY113,"Vibrations, Waves and Optics"
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,2,PHY124,Electromagnetism and Modern Physics
ENG,Faculty of Engineering (ENG),MCH,Department of Mechanical Engineering (MCH),BENGMEE,BACHELOR OF ENGINEERING (MECHANICAL),100,1,STA112,Probability
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,1,CHM101,General Chemistry I
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,2,CHM102,General Chemistry11
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,1,CHM107,General Practical Chemistry I
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,2,CHM108,General Practical Chemistry 11
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,1,GET101,Engineer in Society
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,2,GET102,Engineering Graphics and Solid Modelling I
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,1,GST111,Communication in English
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,1,GST112,Nigerian Peoples and Culture
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,2,MCE101,Introduction to Mechatronics Engineering
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,2,MEE121,Engineering Drawing
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,1,MTH101,Elementary Mathematics I
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,2,MTH102,Elementary Mathematics II
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,1,MTH103,Elementary Mathematics III
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,2,MTH104,Elementary Mathematics IV
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,1,PHY101,General Physics I
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,2,PHY102,General Physics II
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,1,PHY103,General Physics III
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,1,PHY104,General Physics IV
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,1,PHY107,General Practical Physics I
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,2,PHY108,General Practical Physics II
ENG,Faculty of Engineering (ENG),MME,Department of Materials & Metallurgical Engineering (MME),BENGMME,Materials & Metallurgical Engineering,100,1,STA112,Probability
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,1,CHM101,General Chemistry I
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,2,CHM102,General Chemistry11
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,1,CHM107,General Practical Chemistry I
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,2,CHM108,General Practical Chemistry 11
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,1,GET101,Engineer in Society
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,2,GET102,Engineering Graphics and Solid Modelling I
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,1,GST111,Communication in English
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,1,GST112,Nigerian Peoples and Culture
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,2,MAR124,Introduction to Marine and Offshore Engineering
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),200,2,MAR203,Introduction to Naval Architecture and Offshore Engineering
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,2,MEE121,Engineering Drawing
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,1,MTH101,Elementary Mathematics I
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,2,MTH102,Elementary Mathematics II
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,1,MTH103,Elementary Mathematics III
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,2,MTH104,Elementary Mathematics IV
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,1,PHY101,General Physics I
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,2,PHY102,General Physics II
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,1,PHY103,General Physics III
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,1,PHY104,General Physics IV
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,1,PHY107,General Practical Physics I
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,2,PHY108,General Practical Physics II
ENG,Faculty of Engineering (ENG),MRE,Department of Marine Engineering (MRE),BENGMRE,Bachelor of Engineering (Marine Engineering),100,1,STA112,Probability
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,1,CHM101,General Chemistry I
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,2,CHM102,General Chemistry11
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,1,CHM107,General Practical Chemistry I
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,2,CHM108,General Practical Chemistry 11
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,1,GET101,Engineer in Society
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,2,GET102,Engineering Graphics and Solid Modelling I
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,1,GST111,Communication in English
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,1,GST112,Nigerian Peoples and Culture
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,2,MCE101,Introduction to Mechatronics Engineering
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,2,MEE121,Engineering Drawing
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),200,2,MTE292,Introduction to Mechatronic Engineering
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),300,1,MTE301,Mechatronic Laboratory I
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),300,2,MTE302,Mechatronic Laboratory II
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),300,1,MTE311,Electrical Circuit Theory
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),300,2,MTE312,Electromagnetic Theory
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),300,1,MTE321,Signals & Systems
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),300,2,MTE322,Electronics I
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),300,2,MTE332,Computer Hardware Engineering
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),300,1,MTE341,Computer Software Engineering I
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),300,2,MTE342,Electromechanical Devices
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),300,2,MTE352,Materials Technology
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),300,2,MTE362,Mechanical Engineering Design
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),300,2,MTE372,Heat & Mass Transfer
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),300,1,MTE381,Technical Writing & Presentation
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),400,1,MTE401,CAD/CAM/CNC Laboratory
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),400,1,MTE411,Measurement & Instrumentation
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),400,1,MTE421,Electronics II
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),400,1,MTE431,Control Engineering I
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),400,1,MTE441,Digital Systems & PLCs
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),400,1,MTE451,Computer Aided Manufacturing
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),400,1,MTE461,Sensors & Actuators
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),400,1,MTE491,Group Project
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,1,MTE501,Final Year Project
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,2,MTE502,Final Year Project
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,1,MTE511,Microcomputers & Microprocessor Systems
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,2,MTE512,Power Electronics & Drives
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,1,MTE521,Digital Signal Modelling
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,2,MTE522,Systems Modelling & Simulation
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,1,MTE531,Control Engineering II
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,1,MTE541,Computer Software II
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,1,MTE551,Introduction to Robotics
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,2,MTE552,Automation & Robotics
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,1,MTE561,Vibrations
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,2,MTE572,Process Automation
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,1,MTE573,Micro-Fabrication Technology
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,1,MTE574,Computer Aided Product Modelling
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,1,MTE575,Machine Vision
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,1,MTE576,Lean Product Mgt. & Ind. Logistics
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,2,MTE582,MEMS & VLSI
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,2,MTE583,Microcontroller & Embedded Systems
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,2,MTE584,Control Engineering III
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,2,MTE585,Mobile Robotics
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,2,MTE586,Renewable Energy Resources
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),500,2,MTE592,Automation Laboratory
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,1,MTH101,Elementary Mathematics I
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,2,MTH102,Elementary Mathematics II
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,1,MTH103,Elementary Mathematics III
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,2,MTH104,Elementary Mathematics IV
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,1,PHY101,General Physics I
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,2,PHY102,General Physics II
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,1,PHY103,General Physics III
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,1,PHY104,General Physics IV
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,1,PHY107,General Practical Physics I
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,2,PHY108,General Practical Physics II
ENG,Faculty of Engineering (ENG),MTE,Department of Mechatronics Engineering (MTE),BENGMTE,BACHELOR OF ENGINEERING (MECHATRONICS),100,1,STA112,Probability
ENG,Faculty of Engineering (ENG),PEE,Department of Petroleum Engineering (PEE),BENGPEE,BACHELOR OF ENGINEERING (PETROLEUM),300,2,CED300,Entrepreneuship Development
ENG,Faculty of Engineering (ENG),PEE,Department of Petroleum Engineering (PEE),BENGPEE,BACHELOR OF ENGINEERING (PETROLEUM),200,1,CHE211,Chemistry for Engineers I
ENG,Faculty of Engineering (ENG),PEE,Department of Petroleum Engineering (PEE),BENGPEE,BACHELOR OF ENGINEERING (PETROLEUM),200,2,CHE212,Chemistry for Engineers II
ENG,Faculty of Engineering (ENG),PEE,Department of Petroleum Engineering (PEE),BENGPEE,BACHELOR OF ENGINEERING (PETROLEUM),200,2,CHE222,Materials Science
ENG,Faculty of Engineering (ENG),PEE,Department of Petroleum Engineering (PEE),BENGPEE,BACHELOR OF ENGINEERING (PETROLEUM),300,1,CHE331,Technical Report Writing and Communication
ENG,Faculty of Engineering (ENG),PEE,Department of Petroleum Engineering (PEE),BENGPEE,BACHELOR OF ENGINEERING (PETROLEUM),400,1,CHE441,Petroleum Refinery Processes
ENG,Faculty of Engineering (ENG),PEE,Department of Petroleum Engineering (PEE),BENGPEE,BACHELOR OF ENGINEERING (PETROLEUM),100,1,CHM101,General Chemistry I
ENG,Faculty of Engineering (ENG),PEE,Department of Petroleum Engineering (PEE),BENGPEE,BACHELOR OF ENGINEERING (PETROLEUM),100,2,CHM102,General Chemistry11
ENG,Faculty of Engineering (ENG),PEE,Department of Petroleum Engineering (PEE),BENGPEE,BACHELOR OF ENGINEERING (PETROLEUM),100,1,CHM107,General Practical Chemistry I
ENG,Faculty of Engineering (ENG),PEE,Department of Petroleum Engineering (PEE),BENGPEE,BACHELOR OF ENGINEERING (PETROLEUM),100,2,CHM108,General Practical Chemistry 11
ENG,Faculty of Engineering (ENG),PEE,Department of Petroleum Engineering (PEE),BENGPEE,BACHELOR OF ENGINEERING (PETROLEUM),100,1,CHM111,General Chemistry I
ENG,Faculty of Engineering (ENG),PEE,Department of Petroleum Engineering (PEE),BENGPEE,BACHELOR OF ENGINEERING (PETROLEUM),100,1,CHM113,Organic Chemistry I
ENG,Faculty of Engineering (ENG),PEE,Department of Petroleum Engineering (PEE),BENGPEE,BACHELOR OF ENGINEERING (PETROLEUM),100,2,CHM122,General Chemistry II
ENG,Faculty of Engineering (ENG),PEE,Department of Petroleum Engineering (PEE),BENGPEE,BACHELOR OF ENGINEERING (PETROLEUM),100,2,CHM124,Organic Chemistry II
ENG,Faculty of Engineering (ENG),PEE,Department of Petroleum Engineering (PEE),BENGPEE,BACHELOR OF ENGINEERING (PETROLEUM),300,1,CVE311,Theory of Structure and Strenght of Materials
ENG,Faculty of Engineering (ENG),PEE,Department of Petroleum Engineering (PEE),BENGPEE,BACHELOR OF ENGINEERING (PETROLEUM),200,1,ECP281,Engineering Computer programming
ENG,Faculty of Engineering (ENG),PEE,Department of Petroleum Engineering (PEE),BENGPEE,BACHELOR OF ENGINEERING (PETROLEUM),200,1,ELA201,Laboratory Workshop Practice I
ENG,Faculty of Engineering (ENG),PEE,Department of Petroleum Engineering (PEE),BENGPEE,BACHELOR OF ENGINEERING (PETROLEUM),200,2,ELA202,General Engineering Laboratory Course II
